"","participant_id","environment","pm","hepa","k_val_mean","k_val_median","k_val_min","k_val_max","peak_hgt_mean","peak_hgt_median","peak_hgt_min","peak_hgt_max","peak_wdh_mean","peak_wdh_median","peak_wdh_min","peak_wdh_max","total_plume_area","n","total_exposure"
"100","301","indoor","pm25",TRUE,-0.00626068285804806,-0.00154471080147323,-0.02405904987796,-0.000321983876595445,11.178,10.207,3.798,21.677,1222.875,1020,49,3324,22697.871,8,56408.083
"101","301","indoor","pm10",FALSE,-0.045176519197565,-0.0197001754536691,-0.14721676747154,-0.00148598531165946,36.9981875,32.0685,17.598,103.31,103.9375,42,20,358,13478.27,16,109558.6
"102","301","indoor","pm10",TRUE,-0.0790432637842658,-0.0124940992402227,-0.503991574833616,0.0436160034780978,28.9754285714286,26.133,10.974,65.237,303.238095238095,236,20,1855,30736.449,21,82738.31
"103","509","indoor","pm1",FALSE,-0.00330339696659725,-0.000961003974574025,-0.0086389624423548,-0.000310224482862928,49.4026666666667,49.946,48.277,49.985,1675.33333333333,1991,309,2726,74332.98,3,118243.649
"104","509","indoor","pm1",TRUE,-0.00591467028586506,-0.00412200913005018,-0.0127232695286986,-0.00269139335466125,49.95725,49.9575,49.916,49.998,1120,1168.5,541,1602,40041.179,4,99073.601
"105","509","indoor","pm25",FALSE,-0.00434322144902605,-0.00412459152112087,-0.00862795575749069,-0.000495746996371761,49.748,49.8275,48.564,50.773,1249.75,995.5,303,2705,66317.241,4,118745.784
"106","509","indoor","pm25",TRUE,-0.00447567015250779,-0.00365243635678078,-0.0126964888109511,0.00209868091448151,50.3275,50.1475,50.033,50.982,1111.75,1158.5,528,1602,20909.089,4,99538.436
"107","509","indoor","pm10",FALSE,-0.00469135937283103,-0.00559496653002903,-0.00859294749117566,-0.000574829009048424,54.6256,49.979,48.157,63.904,972,711,284,2676,57467.846,5,120057.099
"108","509","indoor","pm10",TRUE,-0.00912709835865499,-0.00237981702265441,-0.028837498844397,-0.00035565102021159,53.1961666666667,51.929,49.825,60.703,723.5,788.5,203,1337,89013.85,6,101782.788
"109","104","indoor","pm1",FALSE,-0.00850709164812143,-0.00632178968106039,-0.034053378051015,-0.00110786107748347,19.25605,12.9495,5.076,49.993,339,317.5,54,1003,48391.102,20,85032.341
"110","104","indoor","pm1",TRUE,-0.0156007688893169,-0.0115229942591355,-0.0414198706188232,-0.000544487833811772,18.19356,10.228,3.127,49.948,489.2,360,29,1811,41891.132,25,82253.574
"111","104","indoor","pm25",FALSE,-0.0105954350806922,-0.00629314808191763,-0.0336620877567263,-0.00117560769954704,26.7162105263158,15.985,6.515,92.828,344.842105263158,357,40,988,56807.522,19,100789.421
"112","104","indoor","pm25",TRUE,-0.0173285341174847,-0.0132142777977293,-0.0559492376810284,-0.000911290083952703,23.7395185185185,10.553,3.899,96.758,430.703703703704,192,25,1811,51389.032,27,100600.282
"113","104","indoor","pm10",FALSE,-0.0499072710284334,-0.0143091419462528,-0.213097701004499,-0.00209253957616271,117.55585,64.188,18.356,465.626,259.65,270,22,837,90481.432,20,180009.01
"114","104","indoor","pm10",TRUE,-0.162126173968153,-0.0238624197319063,-1.0756807122653,0.00615668745434304,97.8569714285714,48.292,9.669,429.297,251.314285714286,143,23,1231,112445.87,35,195554.745
"115","407","indoor","pm1",FALSE,-0.00346795578422731,-0.00204908839900887,-0.0117743772148899,-0.000425629432183223,25.8200588235294,19.587,5.424,49.741,913.823529411765,815,166,3998,109607.356,17,145214.703
"116","407","indoor","pm1",TRUE,-0.0135897077893717,-0.0107992841099694,-0.0374640140349564,-0.00131682969828347,16.5066875,8.2475,3.191,49.877,265.71875,215,61,1030,29144.267,32,52307.515
