"","var1","var2","cor","p","case","participant_id"
"3078","pm1_indoor","pm25_indoor",1,0,"hepa","44621"
"3079","pm1_outdoor","pm25_indoor",0.096,9.46e-22,"hepa","44621"
"3080","pm1_ratio","pm25_indoor",0.91,0,"hepa","44621"
"3081","pm25_indoor","pm25_indoor",1,0,"hepa","44621"
"3082","pm25_outdoor","pm25_indoor",0.17,2.21e-62,"hepa","44621"
"3083","pm25_ratio","pm25_indoor",0.84,0,"hepa","44621"
"3084","pm10_indoor","pm25_indoor",0.97,0,"hepa","44621"
"3085","pm10_outdoor","pm25_indoor",0.31,7.37e-217,"hepa","44621"
"3086","pm10_ratio","pm25_indoor",0.49,0,"hepa","44621"
"3087","pm1num_indoor","pm25_indoor",0.85,0,"hepa","44621"
"3088","pm1num_outdoor","pm25_indoor",-0.063,2.78e-10,"hepa","44621"
"3089","pm1num_ratio","pm25_indoor",0.87,0,"hepa","44621"
"3090","temp_indoor","pm25_indoor",0.065,1.31e-10,"hepa","44621"
"3091","temp_outdoor","pm25_indoor",0.12,2.1e-34,"hepa","44621"
"3092","pm1_indoor","pm25_outdoor",0.16,1.71e-60,"hepa","44621"
"3093","pm1_outdoor","pm25_outdoor",0.72,0,"hepa","44621"
"3094","pm1_ratio","pm25_outdoor",0.065,8.44e-11,"hepa","44621"
"3095","pm25_indoor","pm25_outdoor",0.17,2.21e-62,"hepa","44621"
"3096","pm25_outdoor","pm25_outdoor",1,0,"hepa","44621"
"3097","pm25_ratio","pm25_outdoor",0.013,0.213,"hepa","44621"
"3098","pm10_indoor","pm25_outdoor",0.16,2.32e-56,"hepa","44621"
"3099","pm10_outdoor","pm25_outdoor",0.67,0,"hepa","44621"
"3100","pm10_ratio","pm25_outdoor",-0.048,2.09e-06,"hepa","44621"
"3101","pm1num_indoor","pm25_outdoor",0.17,6.76e-63,"hepa","44621"
"3102","pm1num_outdoor","pm25_outdoor",0.25,4.37e-145,"hepa","44621"
"3103","pm1num_ratio","pm25_outdoor",0.11,9.38e-27,"hepa","44621"
"3104","temp_indoor","pm25_outdoor",0.11,9.32e-28,"hepa","44621"
"3105","temp_outdoor","pm25_outdoor",0.078,6.8e-15,"hepa","44621"
"3106","pm1_indoor","pm25_ratio",0.85,0,"hepa","44621"
"3107","pm1_outdoor","pm25_ratio",0.013,0.192,"hepa","44621"
"3108","pm1_ratio","pm25_ratio",0.96,0,"hepa","44621"
"3109","pm25_indoor","pm25_ratio",0.84,0,"hepa","44621"
"3110","pm25_outdoor","pm25_ratio",0.013,0.213,"hepa","44621"
"3111","pm25_ratio","pm25_ratio",1,0,"hepa","44621"
"3112","pm10_indoor","pm25_ratio",0.88,0,"hepa","44621"
"3113","pm10_outdoor","pm25_ratio",0.064,1.48e-10,"hepa","44621"
"3114","pm10_ratio","pm25_ratio",0.81,0,"hepa","44621"
"3115","pm1num_indoor","pm25_ratio",0.75,0,"hepa","44621"
"3116","pm1num_outdoor","pm25_ratio",-0.083,1.05e-16,"hepa","44621"
"3117","pm1num_ratio","pm25_ratio",0.88,0,"hepa","44621"
"3118","temp_indoor","pm25_ratio",0.047,2.77e-06,"hepa","44621"
"3119","temp_outdoor","pm25_ratio",0.11,3.53e-26,"hepa","44621"
"3120","pm1_indoor","pm10_indoor",0.96,0,"hepa","44621"
"3121","pm1_outdoor","pm10_indoor",0.096,9.35e-22,"hepa","44621"
"3122","pm1_ratio","pm10_indoor",0.92,0,"hepa","44621"
"3123","pm25_indoor","pm10_indoor",0.97,0,"hepa","44621"
"3124","pm25_outdoor","pm10_indoor",0.16,2.32e-56,"hepa","44621"
"3125","pm25_ratio","pm10_indoor",0.88,0,"hepa","44621"
"3126","pm10_indoor","pm10_indoor",1,0,"hepa","44621"
"3127","pm10_outdoor","pm10_indoor",0.3,8.59e-199,"hepa","44621"
"3128","pm10_ratio","pm10_indoor",0.63,0,"hepa","44621"
"3129","pm1num_indoor","pm10_indoor",0.8,0,"hepa","44621"
"3130","pm1num_outdoor","pm10_indoor",-0.063,4.38e-10,"hepa","44621"
"3131","pm1num_ratio","pm10_indoor",0.86,0,"hepa","44621"
"3132","temp_indoor","pm10_indoor",0.079,5.02e-15,"hepa","44621"
"3133","temp_outdoor","pm10_indoor",0.13,5.29e-37,"hepa","44621"
"3134","pm1_indoor","pm10_outdoor",0.3,1.85e-206,"hepa","44621"
"3135","pm1_outdoor","pm10_outdoor",0.15,1.35e-50,"hepa","44621"
"3136","pm1_ratio","pm10_outdoor",0.17,2.26e-65,"hepa","44621"
"3137","pm25_indoor","pm10_outdoor",0.31,7.37e-217,"hepa","44621"
"3138","pm25_outdoor","pm10_outdoor",0.67,0,"hepa","44621"
"3139","pm25_ratio","pm10_outdoor",0.064,1.48e-10,"hepa","44621"
"3140","pm10_indoor","pm10_outdoor",0.3,8.59e-199,"hepa","44621"
"3141","pm10_outdoor","pm10_outdoor",1,0,"hepa","44621"
"3142","pm10_ratio","pm10_outdoor",-0.039,0.000111,"hepa","44621"
"3143","pm1num_indoor","pm10_outdoor",0.24,5.37e-129,"hepa","44621"
"3144","pm1num_outdoor","pm10_outdoor",0.2,1.48e-89,"hepa","44621"
"3145","pm1num_ratio","pm10_outdoor",0.16,9.74e-55,"hepa","44621"
"3146","temp_indoor","pm10_outdoor",0.054,7.85e-08,"hepa","44621"
"3147","temp_outdoor","pm10_outdoor",0.027,0.007,"hepa","44621"
"3148","pm1_indoor","pm10_ratio",0.49,0,"hepa","44621"
"3149","pm1_outdoor","pm10_ratio",-0.018,0.0797,"hepa","44621"
"3150","pm1_ratio","pm10_ratio",0.73,0,"hepa","44621"
"3151","pm25_indoor","pm10_ratio",0.49,0,"hepa","44621"
"3152","pm25_outdoor","pm10_ratio",-0.048,2.09e-06,"hepa","44621"
"3153","pm25_ratio","pm10_ratio",0.81,0,"hepa","44621"
"3154","pm10_indoor","pm10_ratio",0.63,0,"hepa","44621"
"3155","pm10_outdoor","pm10_ratio",-0.039,0.000111,"hepa","44621"
"3156","pm10_ratio","pm10_ratio",1,0,"hepa","44621"
"3157","pm1num_indoor","pm10_ratio",0.44,0,"hepa","44621"
"3158","pm1num_outdoor","pm10_ratio",-0.073,3.28e-13,"hepa","44621"
"3159","pm1num_ratio","pm10_ratio",0.63,0,"hepa","44621"
"3160","temp_indoor","pm10_ratio",0.054,6.39e-08,"hepa","44621"
"3161","temp_outdoor","pm10_ratio",0.086,1.26e-17,"hepa","44621"
"3162","pm1_indoor","pm1num_indoor",0.86,0,"hepa","44621"
"3163","pm1_outdoor","pm1num_indoor",0.12,6.7e-32,"hepa","44621"
"3164","pm1_ratio","pm1num_indoor",0.77,0,"hepa","44621"
"3165","pm25_indoor","pm1num_indoor",0.85,0,"hepa","44621"
"3166","pm25_outdoor","pm1num_indoor",0.17,6.76e-63,"hepa","44621"
"3167","pm25_ratio","pm1num_indoor",0.75,0,"hepa","44621"
"3168","pm10_indoor","pm1num_indoor",0.8,0,"hepa","44621"
"3169","pm10_outdoor","pm1num_indoor",0.24,5.37e-129,"hepa","44621"
"3170","pm10_ratio","pm1num_indoor",0.44,0,"hepa","44621"
"3171","pm1num_indoor","pm1num_indoor",1,0,"hepa","44621"
"3172","pm1num_outdoor","pm1num_indoor",-0.047,2.52e-06,"hepa","44621"
"3173","pm1num_ratio","pm1num_indoor",0.96,0,"hepa","44621"
"3174","temp_indoor","pm1num_indoor",0.083,1.05e-16,"hepa","44621"
"3175","temp_outdoor","pm1num_indoor",0.06,3.11e-09,"hepa","44621"
"3176","pm1_indoor","pm1num_outdoor",-0.064,1.51e-10,"hepa","44621"
"3177","pm1_outdoor","pm1num_outdoor",0.04,5.98e-05,"hepa","44621"
"3178","pm1_ratio","pm1num_outdoor",-0.068,1.27e-11,"hepa","44621"
"3179","pm25_indoor","pm1num_outdoor",-0.063,2.78e-10,"hepa","44621"
"3180","pm25_outdoor","pm1num_outdoor",0.25,4.37e-145,"hepa","44621"
"3181","pm25_ratio","pm1num_outdoor",-0.083,1.05e-16,"hepa","44621"
"3182","pm10_indoor","pm1num_outdoor",-0.063,4.38e-10,"hepa","44621"
"3183","pm10_outdoor","pm1num_outdoor",0.2,1.48e-89,"hepa","44621"
"3184","pm10_ratio","pm1num_outdoor",-0.073,3.28e-13,"hepa","44621"
"3185","pm1num_indoor","pm1num_outdoor",-0.047,2.52e-06,"hepa","44621"
"3186","pm1num_outdoor","pm1num_outdoor",1,0,"hepa","44621"
"3187","pm1num_ratio","pm1num_outdoor",-0.12,3.62e-31,"hepa","44621"
"3188","temp_indoor","pm1num_outdoor",-0.44,0,"hepa","44621"
"3189","temp_outdoor","pm1num_outdoor",-0.57,0,"hepa","44621"
"3190","pm1_indoor","pm1num_ratio",0.88,0,"hepa","44621"
"3191","pm1_outdoor","pm1num_ratio",0.094,6.01e-21,"hepa","44621"
"3192","pm1_ratio","pm1num_ratio",0.87,0,"hepa","44621"
"3193","pm25_indoor","pm1num_ratio",0.87,0,"hepa","44621"
"3194","pm25_outdoor","pm1num_ratio",0.11,9.38e-27,"hepa","44621"
"3195","pm25_ratio","pm1num_ratio",0.88,0,"hepa","44621"
"3196","pm10_indoor","pm1num_ratio",0.86,0,"hepa","44621"
"3197","pm10_outdoor","pm1num_ratio",0.16,9.74e-55,"hepa","44621"
"3198","pm10_ratio","pm1num_ratio",0.63,0,"hepa","44621"
"3199","pm1num_indoor","pm1num_ratio",0.96,0,"hepa","44621"
"3200","pm1num_outdoor","pm1num_ratio",-0.12,3.62e-31,"hepa","44621"
"3201","pm1num_ratio","pm1num_ratio",1,0,"hepa","44621"
"3202","temp_indoor","pm1num_ratio",0.11,9.43e-27,"hepa","44621"
"3203","temp_outdoor","pm1num_ratio",0.12,3.2e-34,"hepa","44621"
"3204","pm1_indoor","temp_indoor",0.064,1.75e-10,"hepa","44621"
"3205","pm1_outdoor","temp_indoor",0.12,9.78e-34,"hepa","44621"
"3206","pm1_ratio","temp_indoor",0.047,3.24e-06,"hepa","44621"
"3207","pm25_indoor","temp_indoor",0.065,1.31e-10,"hepa","44621"
"3208","pm25_outdoor","temp_indoor",0.11,9.32e-28,"hepa","44621"
"3209","pm25_ratio","temp_indoor",0.047,2.77e-06,"hepa","44621"
"3210","pm10_indoor","temp_indoor",0.079,5.02e-15,"hepa","44621"
"3211","pm10_outdoor","temp_indoor",0.054,7.85e-08,"hepa","44621"
"3212","pm10_ratio","temp_indoor",0.054,6.39e-08,"hepa","44621"
"3213","pm1num_indoor","temp_indoor",0.083,1.05e-16,"hepa","44621"
"3214","pm1num_outdoor","temp_indoor",-0.44,0,"hepa","44621"
"3215","pm1num_ratio","temp_indoor",0.11,9.43e-27,"hepa","44621"
"3216","temp_indoor","temp_indoor",1,0,"hepa","44621"
"3217","temp_outdoor","temp_indoor",0.73,0,"hepa","44621"
"3218","pm1_indoor","temp_outdoor",0.12,7.9e-33,"hepa","44621"
"3219","pm1_outdoor","temp_outdoor",0.16,4.46e-60,"hepa","44621"
"3220","pm1_ratio","temp_outdoor",0.1,3.18e-24,"hepa","44621"
"3221","pm25_indoor","temp_outdoor",0.12,2.1e-34,"hepa","44621"
"3222","pm25_outdoor","temp_outdoor",0.078,6.8e-15,"hepa","44621"
"3223","pm25_ratio","temp_outdoor",0.11,3.53e-26,"hepa","44621"
"3224","pm10_indoor","temp_outdoor",0.13,5.29e-37,"hepa","44621"
"3225","pm10_outdoor","temp_outdoor",0.027,0.007,"hepa","44621"
"3226","pm10_ratio","temp_outdoor",0.086,1.26e-17,"hepa","44621"
"3227","pm1num_indoor","temp_outdoor",0.06,3.11e-09,"hepa","44621"
"3228","pm1num_outdoor","temp_outdoor",-0.57,0,"hepa","44621"
"3229","pm1num_ratio","temp_outdoor",0.12,3.2e-34,"hepa","44621"
"3230","temp_indoor","temp_outdoor",0.73,0,"hepa","44621"
"3231","temp_outdoor","temp_outdoor",1,0,"hepa","44621"
"3232","pm1_indoor","pm1_indoor",1,0,"sham","45361"
"3233","pm1_outdoor","pm1_indoor",0.31,8.31e-176,"sham","45361"
"3234","pm1_ratio","pm1_indoor",0.47,0,"sham","45361"
"3235","pm25_indoor","pm1_indoor",0.85,0,"sham","45361"
"3236","pm25_outdoor","pm1_indoor",0.32,3.31e-190,"sham","45361"
"3237","pm25_ratio","pm1_indoor",0.28,2.72e-148,"sham","45361"
"3238","pm10_indoor","pm1_indoor",0.42,0,"sham","45361"
"3239","pm10_outdoor","pm1_indoor",0.16,5.06e-45,"sham","45361"
"3240","pm10_ratio","pm1_indoor",-0.0023,0.835,"sham","45361"
"3241","pm1num_indoor","pm1_indoor",0.72,0,"sham","45361"
"3242","pm1num_outdoor","pm1_indoor",0.21,1.9e-77,"sham","45361"
"3243","pm1num_ratio","pm1_indoor",0.52,0,"sham","45361"
"3244","temp_indoor","pm1_indoor",-0.23,6.42e-94,"sham","45361"
"3245","temp_outdoor","pm1_indoor",0.025,0.0254,"sham","45361"
"3246","temp_ratio","pm1_indoor",-0.029,0.00982,"sham","45361"
"3247","pm1_indoor","pm1_outdoor",0.31,8.31e-176,"sham","45361"
"3248","pm1_outdoor","pm1_outdoor",1,0,"sham","45361"
"3249","pm1_ratio","pm1_outdoor",-0.29,1.13e-153,"sham","45361"
"3250","pm25_indoor","pm1_outdoor",0.14,1.45e-35,"sham","45361"
"3251","pm25_outdoor","pm1_outdoor",0.97,0,"sham","45361"
"3252","pm25_ratio","pm1_outdoor",-0.25,5.48e-114,"sham","45361"
"3253","pm10_indoor","pm1_outdoor",-0.043,0.000118,"sham","45361"
"3254","pm10_outdoor","pm1_outdoor",0.27,4.42e-136,"sham","45361"
"3255","pm10_ratio","pm1_outdoor",-0.19,4.8e-69,"sham","45361"
"3256","pm1num_indoor","pm1_outdoor",0.33,1.12e-210,"sham","45361"
"3257","pm1num_outdoor","pm1_outdoor",0.42,0,"sham","45361"
"3258","pm1num_ratio","pm1_outdoor",0.017,0.118,"sham","45361"
"3259","temp_indoor","pm1_outdoor",-0.43,0,"sham","45361"
"3260","temp_outdoor","pm1_outdoor",-0.13,3.53e-30,"sham","45361"
"3261","temp_ratio","pm1_outdoor",0.023,0.0352,"sham","45361"
"3262","pm1_indoor","pm1_ratio",0.47,0,"sham","45361"
"3263","pm1_outdoor","pm1_ratio",-0.29,1.13e-153,"sham","45361"
"3264","pm1_ratio","pm1_ratio",1,0,"sham","45361"
"3265","pm25_indoor","pm1_ratio",0.43,0,"sham","45361"
"3266","pm25_outdoor","pm1_ratio",-0.28,8.07e-141,"sham","45361"
"3267","pm25_ratio","pm1_ratio",0.7,0,"sham","45361"
"3268","pm10_indoor","pm1_ratio",0.27,5.92e-140,"sham","45361"
"3269","pm10_outdoor","pm1_ratio",-0.027,0.0152,"sham","45361"
"3270","pm10_ratio","pm1_ratio",0.3,2.35e-163,"sham","45361"
"3271","pm1num_indoor","pm1_ratio",0.27,1.35e-133,"sham","45361"
"3272","pm1num_outdoor","pm1_ratio",-0.15,1.69e-41,"sham","45361"
"3273","pm1num_ratio","pm1_ratio",0.43,0,"sham","45361"
"3274","temp_indoor","pm1_ratio",0.11,1.28e-23,"sham","45361"
"3275","temp_outdoor","pm1_ratio",0.14,1.21e-36,"sham","45361"
"3276","temp_ratio","pm1_ratio",-0.082,1.67e-13,"sham","45361"
"3277","pm1_indoor","pm25_indoor",0.85,0,"sham","45361"
"3278","pm1_outdoor","pm25_indoor",0.14,1.45e-35,"sham","45361"
"3279","pm1_ratio","pm25_indoor",0.43,0,"sham","45361"
"3280","pm25_indoor","pm25_indoor",1,0,"sham","45361"
"3281","pm25_outdoor","pm25_indoor",0.15,2.12e-44,"sham","45361"
"3282","pm25_ratio","pm25_indoor",0.51,0,"sham","45361"
"3283","pm10_indoor","pm25_indoor",0.71,0,"sham","45361"
"3284","pm10_outdoor","pm25_indoor",0.11,7.89e-25,"sham","45361"
"3285","pm10_ratio","pm25_indoor",0.22,3.59e-92,"sham","45361"
"3286","pm1num_indoor","pm25_indoor",0.69,0,"sham","45361"
"3287","pm1num_outdoor","pm25_indoor",-0.011,0.317,"sham","45361"
"3288","pm1num_ratio","pm25_indoor",0.62,0,"sham","45361"
"3289","temp_indoor","pm25_indoor",-0.063,1.78e-08,"sham","45361"
"3290","temp_outdoor","pm25_indoor",0.13,5.32e-34,"sham","45361"
"3291","temp_ratio","pm25_indoor",-0.12,2.83e-28,"sham","45361"
"3292","pm1_indoor","pm25_outdoor",0.32,3.31e-190,"sham","45361"
"3293","pm1_outdoor","pm25_outdoor",0.97,0,"sham","45361"
"3294","pm1_ratio","pm25_outdoor",-0.28,8.07e-141,"sham","45361"
"3295","pm25_indoor","pm25_outdoor",0.15,2.12e-44,"sham","45361"
"3296","pm25_outdoor","pm25_outdoor",1,0,"sham","45361"
"3297","pm25_ratio","pm25_outdoor",-0.28,4.1e-140,"sham","45361"
"3298","pm10_indoor","pm25_outdoor",-0.042,0.000134,"sham","45361"
"3299","pm10_outdoor","pm25_outdoor",0.42,0,"sham","45361"
"3300","pm10_ratio","pm25_outdoor",-0.23,2.94e-96,"sham","45361"
"3301","pm1num_indoor","pm25_outdoor",0.4,1.27e-304,"sham","45361"
"3302","pm1num_outdoor","pm25_outdoor",0.46,0,"sham","45361"
"3303","pm1num_ratio","pm25_outdoor",0.041,0.00023,"sham","45361"
"3304","temp_indoor","pm25_outdoor",-0.45,0,"sham","45361"
"3305","temp_outdoor","pm25_outdoor",-0.12,7.97e-29,"sham","45361"
"3306","temp_ratio","pm25_outdoor",-0.015,0.18,"sham","45361"
"3307","pm1_indoor","pm25_ratio",0.28,2.72e-148,"sham","45361"
"3308","pm1_outdoor","pm25_ratio",-0.25,5.48e-114,"sham","45361"
"3309","pm1_ratio","pm25_ratio",0.7,0,"sham","45361"
"3310","pm25_indoor","pm25_ratio",0.51,0,"sham","45361"
"3311","pm25_outdoor","pm25_ratio",-0.28,4.1e-140,"sham","45361"
"3312","pm25_ratio","pm25_ratio",1,0,"sham","45361"
"3313","pm10_indoor","pm25_ratio",0.53,0,"sham","45361"
"3314","pm10_outdoor","pm25_ratio",-0.13,4.55e-31,"sham","45361"
"3315","pm10_ratio","pm25_ratio",0.67,0,"sham","45361"
"3316","pm1num_indoor","pm25_ratio",0.19,2.29e-68,"sham","45361"
"3317","pm1num_outdoor","pm25_ratio",-0.29,3.56e-161,"sham","45361"
"3318","pm1num_ratio","pm25_ratio",0.43,0,"sham","45361"
"3319","temp_indoor","pm25_ratio",0.19,3.19e-65,"sham","45361"
"3320","temp_outdoor","pm25_ratio",0.19,6.69e-68,"sham","45361"
"3321","temp_ratio","pm25_ratio",-0.14,7.34e-35,"sham","45361"
"3322","pm1_indoor","pm10_indoor",0.42,0,"sham","45361"
"3323","pm1_outdoor","pm10_indoor",-0.043,0.000118,"sham","45361"
"3324","pm1_ratio","pm10_indoor",0.27,5.92e-140,"sham","45361"
"3325","pm25_indoor","pm10_indoor",0.71,0,"sham","45361"
"3326","pm25_outdoor","pm10_indoor",-0.042,0.000134,"sham","45361"
"3327","pm25_ratio","pm10_indoor",0.53,0,"sham","45361"
"3328","pm10_indoor","pm10_indoor",1,0,"sham","45361"
"3329","pm10_outdoor","pm10_indoor",0.02,0.0685,"sham","45361"
"3330","pm10_ratio","pm10_indoor",0.59,0,"sham","45361"
"3331","pm1num_indoor","pm10_indoor",0.35,3.29e-229,"sham","45361"
"3332","pm1num_outdoor","pm10_indoor",-0.21,1.12e-81,"sham","45361"
"3333","pm1num_ratio","pm10_indoor",0.44,0,"sham","45361"
"3334","temp_indoor","pm10_indoor",0.078,1.93e-12,"sham","45361"
"3335","temp_outdoor","pm10_indoor",0.21,6.65e-83,"sham","45361"
"3336","temp_ratio","pm10_indoor",-0.17,6.16e-53,"sham","45361"
"3337","pm1_indoor","pm10_outdoor",0.16,5.06e-45,"sham","45361"
"3338","pm1_outdoor","pm10_outdoor",0.27,4.42e-136,"sham","45361"
"3339","pm1_ratio","pm10_outdoor",-0.027,0.0152,"sham","45361"
"3340","pm25_indoor","pm10_outdoor",0.11,7.89e-25,"sham","45361"
"3341","pm25_outdoor","pm10_outdoor",0.42,0,"sham","45361"
"3342","pm25_ratio","pm10_outdoor",-0.13,4.55e-31,"sham","45361"
"3343","pm10_indoor","pm10_outdoor",0.02,0.0685,"sham","45361"
"3344","pm10_outdoor","pm10_outdoor",1,0,"sham","45361"
"3345","pm10_ratio","pm10_outdoor",-0.17,2.54e-56,"sham","45361"
"3346","pm1num_indoor","pm10_outdoor",0.3,4.7e-165,"sham","45361"
"3347","pm1num_outdoor","pm10_outdoor",0.18,8.79e-62,"sham","45361"
"3348","pm1num_ratio","pm10_outdoor",0.14,7.2e-37,"sham","45361"
"3349","temp_indoor","pm10_outdoor",-0.17,8.32e-52,"sham","45361"
"3350","temp_outdoor","pm10_outdoor",0.054,1.14e-06,"sham","45361"
"3351","temp_ratio","pm10_outdoor",-0.12,1.14e-26,"sham","45361"
"3352","pm1_indoor","pm10_ratio",-0.0023,0.835,"sham","45361"
"3353","pm1_outdoor","pm10_ratio",-0.19,4.8e-69,"sham","45361"
"3354","pm1_ratio","pm10_ratio",0.3,2.35e-163,"sham","45361"
"3355","pm25_indoor","pm10_ratio",0.22,3.59e-92,"sham","45361"
"3356","pm25_outdoor","pm10_ratio",-0.23,2.94e-96,"sham","45361"
"3357","pm25_ratio","pm10_ratio",0.67,0,"sham","45361"
"3358","pm10_indoor","pm10_ratio",0.59,0,"sham","45361"
"3359","pm10_outdoor","pm10_ratio",-0.17,2.54e-56,"sham","45361"
"3360","pm10_ratio","pm10_ratio",1,0,"sham","45361"
"3361","pm1num_indoor","pm10_ratio",-0.036,0.00105,"sham","45361"
"3362","pm1num_outdoor","pm10_ratio",-0.28,6.12e-146,"sham","45361"
"3363","pm1num_ratio","pm10_ratio",0.17,1.03e-50,"sham","45361"
"3364","temp_indoor","pm10_ratio",0.16,3.03e-46,"sham","45361"
"3365","temp_outdoor","pm10_ratio",0.13,3.61e-32,"sham","45361"
"3366","temp_ratio","pm10_ratio",-0.11,4.06e-24,"sham","45361"
"3367","pm1_indoor","pm1num_indoor",0.72,0,"sham","45361"
"3368","pm1_outdoor","pm1num_indoor",0.33,1.12e-210,"sham","45361"
"3369","pm1_ratio","pm1num_indoor",0.27,1.35e-133,"sham","45361"
"3370","pm25_indoor","pm1num_indoor",0.69,0,"sham","45361"
"3371","pm25_outdoor","pm1num_indoor",0.4,1.27e-304,"sham","45361"
"3372","pm25_ratio","pm1num_indoor",0.19,2.29e-68,"sham","45361"
"3373","pm10_indoor","pm1num_indoor",0.35,3.29e-229,"sham","45361"
"3374","pm10_outdoor","pm1num_indoor",0.3,4.7e-165,"sham","45361"
"3375","pm10_ratio","pm1num_indoor",-0.036,0.00105,"sham","45361"
"3376","pm1num_indoor","pm1num_indoor",1,0,"sham","45361"
"3377","pm1num_outdoor","pm1num_indoor",0.32,7.9e-193,"sham","45361"
"3378","pm1num_ratio","pm1num_indoor",0.73,0,"sham","45361"
"3379","temp_indoor","pm1num_indoor",-0.24,1.08e-107,"sham","45361"
"3380","temp_outdoor","pm1num_indoor",0.12,9.44e-26,"sham","45361"
"3381","temp_ratio","pm1num_indoor",-0.17,6.97e-55,"sham","45361"
"3382","pm1_indoor","pm1num_outdoor",0.21,1.9e-77,"sham","45361"
"3383","pm1_outdoor","pm1num_outdoor",0.42,0,"sham","45361"
"3384","pm1_ratio","pm1num_outdoor",-0.15,1.69e-41,"sham","45361"
"3385","pm25_indoor","pm1num_outdoor",-0.011,0.317,"sham","45361"
"3386","pm25_outdoor","pm1num_outdoor",0.46,0,"sham","45361"
"3387","pm25_ratio","pm1num_outdoor",-0.29,3.56e-161,"sham","45361"
"3388","pm10_indoor","pm1num_outdoor",-0.21,1.12e-81,"sham","45361"
"3389","pm10_outdoor","pm1num_outdoor",0.18,8.79e-62,"sham","45361"
"3390","pm10_ratio","pm1num_outdoor",-0.28,6.12e-146,"sham","45361"
"3391","pm1num_indoor","pm1num_outdoor",0.32,7.9e-193,"sham","45361"
"3392","pm1num_outdoor","pm1num_outdoor",1,0,"sham","45361"
"3393","pm1num_ratio","pm1num_outdoor",-0.28,2.62e-145,"sham","45361"
"3394","temp_indoor","pm1num_outdoor",-0.52,0,"sham","45361"
"3395","temp_outdoor","pm1num_outdoor",-0.53,0,"sham","45361"
"3396","temp_ratio","pm1num_outdoor",0.23,5.38e-99,"sham","45361"
"3397","pm1_indoor","pm1num_ratio",0.52,0,"sham","45361"
"3398","pm1_outdoor","pm1num_ratio",0.017,0.118,"sham","45361"
"3399","pm1_ratio","pm1num_ratio",0.43,0,"sham","45361"
"3400","pm25_indoor","pm1num_ratio",0.62,0,"sham","45361"
"3401","pm25_outdoor","pm1num_ratio",0.041,0.00023,"sham","45361"
"3402","pm25_ratio","pm1num_ratio",0.43,0,"sham","45361"
"3403","pm10_indoor","pm1num_ratio",0.44,0,"sham","45361"
"3404","pm10_outdoor","pm1num_ratio",0.14,7.2e-37,"sham","45361"
"3405","pm10_ratio","pm1num_ratio",0.17,1.03e-50,"sham","45361"
"3406","pm1num_indoor","pm1num_ratio",0.73,0,"sham","45361"
"3407","pm1num_outdoor","pm1num_ratio",-0.28,2.62e-145,"sham","45361"
"3408","pm1num_ratio","pm1num_ratio",1,0,"sham","45361"
"3409","temp_indoor","pm1num_ratio",0.15,2.89e-43,"sham","45361"
"3410","temp_outdoor","pm1num_ratio",0.49,0,"sham","45361"
"3411","temp_ratio","pm1num_ratio",-0.29,6.6e-154,"sham","45361"
"3412","pm1_indoor","temp_indoor",-0.23,6.42e-94,"sham","45361"
"3413","pm1_outdoor","temp_indoor",-0.43,0,"sham","45361"
"3414","pm1_ratio","temp_indoor",0.11,1.28e-23,"sham","45361"
"3415","pm25_indoor","temp_indoor",-0.063,1.78e-08,"sham","45361"
"3416","pm25_outdoor","temp_indoor",-0.45,0,"sham","45361"
"3417","pm25_ratio","temp_indoor",0.19,3.19e-65,"sham","45361"
"3418","pm10_indoor","temp_indoor",0.078,1.93e-12,"sham","45361"
"3419","pm10_outdoor","temp_indoor",-0.17,8.32e-52,"sham","45361"
"3420","pm10_ratio","temp_indoor",0.16,3.03e-46,"sham","45361"
"3421","pm1num_indoor","temp_indoor",-0.24,1.08e-107,"sham","45361"
"3422","pm1num_outdoor","temp_indoor",-0.52,0,"sham","45361"
"3423","pm1num_ratio","temp_indoor",0.15,2.89e-43,"sham","45361"
"3424","temp_indoor","temp_indoor",1,0,"sham","45361"
"3425","temp_outdoor","temp_indoor",0.63,0,"sham","45361"
"3426","temp_ratio","temp_indoor",-0.37,6.02e-260,"sham","45361"
"3427","pm1_indoor","temp_outdoor",0.025,0.0254,"sham","45361"
"3428","pm1_outdoor","temp_outdoor",-0.13,3.53e-30,"sham","45361"
"3429","pm1_ratio","temp_outdoor",0.14,1.21e-36,"sham","45361"
"3430","pm25_indoor","temp_outdoor",0.13,5.32e-34,"sham","45361"
"3431","pm25_outdoor","temp_outdoor",-0.12,7.97e-29,"sham","45361"
"3432","pm25_ratio","temp_outdoor",0.19,6.69e-68,"sham","45361"
"3433","pm10_indoor","temp_outdoor",0.21,6.65e-83,"sham","45361"
"3434","pm10_outdoor","temp_outdoor",0.054,1.14e-06,"sham","45361"
"3435","pm10_ratio","temp_outdoor",0.13,3.61e-32,"sham","45361"
