"","var1","var2","cor","p","case","participant_id"
"2711","temp_indoor","pm10_indoor",0.056,1.05e-18,"hepa","44241"
"2712","temp_outdoor","pm10_indoor",0.0011,0.868,"hepa","44241"
"2713","pm1_indoor","pm10_outdoor",-0.0014,0.821,"hepa","44241"
"2714","pm1_outdoor","pm10_outdoor",0.068,1.2e-26,"hepa","44241"
"2715","pm1_ratio","pm10_outdoor",-0.022,0.000691,"hepa","44241"
"2716","pm25_indoor","pm10_outdoor",0.0071,0.262,"hepa","44241"
"2717","pm25_outdoor","pm10_outdoor",0.55,0,"hepa","44241"
"2718","pm25_ratio","pm10_outdoor",-0.019,0.00233,"hepa","44241"
"2719","pm10_indoor","pm10_outdoor",0.013,0.0489,"hepa","44241"
"2720","pm10_outdoor","pm10_outdoor",1,0,"hepa","44241"
"2721","pm10_ratio","pm10_outdoor",-0.0099,0.118,"hepa","44241"
"2722","pm1num_indoor","pm10_outdoor",-0.0029,0.645,"hepa","44241"
"2723","pm1num_outdoor","pm10_outdoor",0.079,2.13e-35,"hepa","44241"
"2724","pm1num_ratio","pm10_outdoor",-0.023,0.000327,"hepa","44241"
"2725","temp_indoor","pm10_outdoor",0.097,6.7e-53,"hepa","44241"
"2726","temp_outdoor","pm10_outdoor",0.033,2.52e-07,"hepa","44241"
"2727","pm1_indoor","pm10_ratio",0.41,0,"hepa","44241"
"2728","pm1_outdoor","pm10_ratio",-0.0044,0.49,"hepa","44241"
"2729","pm1_ratio","pm10_ratio",0.45,0,"hepa","44241"
"2730","pm25_indoor","pm10_ratio",0.75,0,"hepa","44241"
"2731","pm25_outdoor","pm10_ratio",-0.021,0.000792,"hepa","44241"
"2732","pm25_ratio","pm10_ratio",0.64,0,"hepa","44241"
"2733","pm10_indoor","pm10_ratio",0.82,0,"hepa","44241"
"2734","pm10_outdoor","pm10_ratio",-0.0099,0.118,"hepa","44241"
"2735","pm10_ratio","pm10_ratio",1,0,"hepa","44241"
"2736","pm1num_indoor","pm10_ratio",0.37,0,"hepa","44241"
"2737","pm1num_outdoor","pm10_ratio",-0.034,8.48e-08,"hepa","44241"
"2738","pm1num_ratio","pm10_ratio",0.46,0,"hepa","44241"
"2739","temp_indoor","pm10_ratio",0.057,5.95e-19,"hepa","44241"
"2740","temp_outdoor","pm10_ratio",0.055,5.36e-18,"hepa","44241"
"2741","pm1_indoor","pm1num_indoor",0.91,0,"hepa","44241"
"2742","pm1_outdoor","pm1num_indoor",0.038,1.43e-09,"hepa","44241"
"2743","pm1_ratio","pm1num_indoor",0.64,0,"hepa","44241"
"2744","pm25_indoor","pm1num_indoor",0.7,0,"hepa","44241"
"2745","pm25_outdoor","pm1num_indoor",0.0089,0.163,"hepa","44241"
"2746","pm25_ratio","pm1num_indoor",0.61,0,"hepa","44241"
"2747","pm10_indoor","pm1num_indoor",0.22,2.34e-268,"hepa","44241"
"2748","pm10_outdoor","pm1num_indoor",-0.0029,0.645,"hepa","44241"
"2749","pm10_ratio","pm1num_indoor",0.37,0,"hepa","44241"
"2750","pm1num_indoor","pm1num_indoor",1,0,"hepa","44241"
"2751","pm1num_outdoor","pm1num_indoor",0.089,2.17e-44,"hepa","44241"
"2752","pm1num_ratio","pm1num_indoor",0.46,0,"hepa","44241"
"2753","temp_indoor","pm1num_indoor",0.022,0.000616,"hepa","44241"
"2754","temp_outdoor","pm1num_indoor",0.1,8.43e-58,"hepa","44241"
"2755","pm1_indoor","pm1num_outdoor",0.053,1.23e-16,"hepa","44241"
"2756","pm1_outdoor","pm1num_outdoor",0.42,0,"hepa","44241"
"2757","pm1_ratio","pm1num_outdoor",-0.096,4.56e-52,"hepa","44241"
"2758","pm25_indoor","pm1num_outdoor",0.036,2.19e-08,"hepa","44241"
"2759","pm25_outdoor","pm1num_outdoor",0.36,0,"hepa","44241"
"2760","pm25_ratio","pm1num_outdoor",-0.076,6.33e-33,"hepa","44241"
"2761","pm10_indoor","pm1num_outdoor",0.019,0.00274,"hepa","44241"
"2762","pm10_outdoor","pm1num_outdoor",0.079,2.13e-35,"hepa","44241"
"2763","pm10_ratio","pm1num_outdoor",-0.034,8.48e-08,"hepa","44241"
"2764","pm1num_indoor","pm1num_outdoor",0.089,2.17e-44,"hepa","44241"
"2765","pm1num_outdoor","pm1num_outdoor",1,0,"hepa","44241"
"2766","pm1num_ratio","pm1num_outdoor",-0.11,3.97e-73,"hepa","44241"
"2767","temp_indoor","pm1num_outdoor",-0.079,3.14e-35,"hepa","44241"
"2768","temp_outdoor","pm1num_outdoor",0.039,1.04e-09,"hepa","44241"
"2769","pm1_indoor","pm1num_ratio",0.35,0,"hepa","44241"
"2770","pm1_outdoor","pm1num_ratio",-0.083,3.98e-39,"hepa","44241"
"2771","pm1_ratio","pm1num_ratio",0.8,0,"hepa","44241"
"2772","pm25_indoor","pm1num_ratio",0.27,0,"hepa","44241"
"2773","pm25_outdoor","pm1num_ratio",-0.087,6.93e-43,"hepa","44241"
"2774","pm25_ratio","pm1num_ratio",0.88,0,"hepa","44241"
"2775","pm10_indoor","pm1num_ratio",0.06,5.38e-21,"hepa","44241"
"2776","pm10_outdoor","pm1num_ratio",-0.023,0.000327,"hepa","44241"
"2777","pm10_ratio","pm1num_ratio",0.46,0,"hepa","44241"
"2778","pm1num_indoor","pm1num_ratio",0.46,0,"hepa","44241"
"2779","pm1num_outdoor","pm1num_ratio",-0.11,3.97e-73,"hepa","44241"
"2780","pm1num_ratio","pm1num_ratio",1,0,"hepa","44241"
"2781","temp_indoor","pm1num_ratio",0.045,1.45e-12,"hepa","44241"
"2782","temp_outdoor","pm1num_ratio",0.11,3.09e-62,"hepa","44241"
"2783","pm1_indoor","temp_indoor",0.015,0.016,"hepa","44241"
"2784","pm1_outdoor","temp_indoor",-0.0066,0.302,"hepa","44241"
"2785","pm1_ratio","temp_indoor",0.029,4.08e-06,"hepa","44241"
"2786","pm25_indoor","temp_indoor",0.055,4.23e-18,"hepa","44241"
"2787","pm25_outdoor","temp_indoor",0.19,3.39e-196,"hepa","44241"
"2788","pm25_ratio","temp_indoor",0.043,1.34e-11,"hepa","44241"
"2789","pm10_indoor","temp_indoor",0.056,1.05e-18,"hepa","44241"
"2790","pm10_outdoor","temp_indoor",0.097,6.7e-53,"hepa","44241"
"2791","pm10_ratio","temp_indoor",0.057,5.95e-19,"hepa","44241"
"2792","pm1num_indoor","temp_indoor",0.022,0.000616,"hepa","44241"
"2793","pm1num_outdoor","temp_indoor",-0.079,3.14e-35,"hepa","44241"
"2794","pm1num_ratio","temp_indoor",0.045,1.45e-12,"hepa","44241"
"2795","temp_indoor","temp_indoor",1,0,"hepa","44241"
"2796","temp_outdoor","temp_indoor",0.089,2e-44,"hepa","44241"
"2797","pm1_indoor","temp_outdoor",0.02,0.00136,"hepa","44241"
"2798","pm1_outdoor","temp_outdoor",-0.21,4.39e-238,"hepa","44241"
"2799","pm1_ratio","temp_outdoor",0.069,1.7e-27,"hepa","44241"
"2800","pm25_indoor","temp_outdoor",0.031,7.52e-07,"hepa","44241"
"2801","pm25_outdoor","temp_outdoor",-0.023,0.000264,"hepa","44241"
"2802","pm25_ratio","temp_outdoor",0.079,3.04e-35,"hepa","44241"
"2803","pm10_indoor","temp_outdoor",0.0011,0.868,"hepa","44241"
"2804","pm10_outdoor","temp_outdoor",0.033,2.52e-07,"hepa","44241"
"2805","pm10_ratio","temp_outdoor",0.055,5.36e-18,"hepa","44241"
"2806","pm1num_indoor","temp_outdoor",0.1,8.43e-58,"hepa","44241"
"2807","pm1num_outdoor","temp_outdoor",0.039,1.04e-09,"hepa","44241"
"2808","pm1num_ratio","temp_outdoor",0.11,3.09e-62,"hepa","44241"
"2809","temp_indoor","temp_outdoor",0.089,2e-44,"hepa","44241"
"2810","temp_outdoor","temp_outdoor",1,0,"hepa","44241"
"2811","pm1_indoor","pm1_indoor",1,0,"sham","44621"
"2812","pm1_outdoor","pm1_indoor",0.58,0,"sham","44621"
"2813","pm1_ratio","pm1_indoor",0.41,0,"sham","44621"
"2814","pm25_indoor","pm1_indoor",0.99,0,"sham","44621"
"2815","pm25_outdoor","pm1_indoor",0.59,0,"sham","44621"
"2816","pm25_ratio","pm1_indoor",0.43,0,"sham","44621"
"2817","pm10_indoor","pm1_indoor",0.57,0,"sham","44621"
"2818","pm10_outdoor","pm1_indoor",0.13,6.26e-39,"sham","44621"
"2819","pm10_ratio","pm1_indoor",0.19,1.85e-85,"sham","44621"
"2820","pm1num_indoor","pm1_indoor",0.86,0,"sham","44621"
"2821","pm1num_outdoor","pm1_indoor",0.71,0,"sham","44621"
"2822","pm1num_ratio","pm1_indoor",0.38,0,"sham","44621"
"2823","temp_indoor","pm1_indoor",0.63,0,"sham","44621"
"2824","temp_outdoor","pm1_indoor",0.12,1.5e-31,"sham","44621"
"2825","temp_ratio","pm1_indoor",-0.17,5.42e-64,"sham","44621"
"2826","pm1_indoor","pm1_outdoor",0.58,0,"sham","44621"
"2827","pm1_outdoor","pm1_outdoor",1,0,"sham","44621"
"2828","pm1_ratio","pm1_outdoor",-0.11,3.76e-27,"sham","44621"
"2829","pm25_indoor","pm1_outdoor",0.58,0,"sham","44621"
"2830","pm25_outdoor","pm1_outdoor",1,0,"sham","44621"
"2831","pm25_ratio","pm1_outdoor",-0.08,1.27e-15,"sham","44621"
"2832","pm10_indoor","pm1_outdoor",0.32,4.06e-234,"sham","44621"
"2833","pm10_outdoor","pm1_outdoor",0.29,6.49e-194,"sham","44621"
"2834","pm10_ratio","pm1_outdoor",0.031,0.00214,"sham","44621"
"2835","pm1num_indoor","pm1_outdoor",0.52,0,"sham","44621"
"2836","pm1num_outdoor","pm1_outdoor",0.87,0,"sham","44621"
"2837","pm1num_ratio","pm1_outdoor",-0.05,5.37e-07,"sham","44621"
"2838","temp_indoor","pm1_outdoor",0.37,2.05999979341604e-317,"sham","44621"
"2839","temp_outdoor","pm1_outdoor",0.091,8.75e-20,"sham","44621"
"2840","temp_ratio","pm1_outdoor",-0.13,7.31e-37,"sham","44621"
"2841","pm1_indoor","pm1_ratio",0.41,0,"sham","44621"
"2842","pm1_outdoor","pm1_ratio",-0.11,3.76e-27,"sham","44621"
"2843","pm1_ratio","pm1_ratio",1,0,"sham","44621"
"2844","pm25_indoor","pm1_ratio",0.41,0,"sham","44621"
"2845","pm25_outdoor","pm1_ratio",-0.093,1.15e-20,"sham","44621"
"2846","pm25_ratio","pm1_ratio",0.92,0,"sham","44621"
"2847","pm10_indoor","pm1_ratio",0.24,3.86e-135,"sham","44621"
"2848","pm10_outdoor","pm1_ratio",-0.012,0.213,"sham","44621"
"2849","pm10_ratio","pm1_ratio",0.19,8.59e-86,"sham","44621"
"2850","pm1num_indoor","pm1_ratio",0.29,1.16e-193,"sham","44621"
"2851","pm1num_outdoor","pm1_ratio",-0.021,0.0345,"sham","44621"
"2852","pm1num_ratio","pm1_ratio",0.71,0,"sham","44621"
"2853","temp_indoor","pm1_ratio",0.38,0,"sham","44621"
"2854","temp_outdoor","pm1_ratio",0.028,0.00498,"sham","44621"
"2855","temp_ratio","pm1_ratio",-0.052,2.09e-07,"sham","44621"
"2856","pm1_indoor","pm25_indoor",0.99,0,"sham","44621"
"2857","pm1_outdoor","pm25_indoor",0.58,0,"sham","44621"
"2858","pm1_ratio","pm25_indoor",0.41,0,"sham","44621"
"2859","pm25_indoor","pm25_indoor",1,0,"sham","44621"
"2860","pm25_outdoor","pm25_indoor",0.59,0,"sham","44621"
"2861","pm25_ratio","pm25_indoor",0.45,0,"sham","44621"
"2862","pm10_indoor","pm25_indoor",0.59,0,"sham","44621"
"2863","pm10_outdoor","pm25_indoor",0.14,4.31e-46,"sham","44621"
"2864","pm10_ratio","pm25_indoor",0.21,2.32e-100,"sham","44621"
"2865","pm1num_indoor","pm25_indoor",0.85,0,"sham","44621"
"2866","pm1num_outdoor","pm25_indoor",0.7,0,"sham","44621"
"2867","pm1num_ratio","pm25_indoor",0.39,0,"sham","44621"
"2868","temp_indoor","pm25_indoor",0.64,0,"sham","44621"
"2869","temp_outdoor","pm25_indoor",0.12,2.74e-35,"sham","44621"
"2870","temp_ratio","pm25_indoor",-0.17,1.46e-68,"sham","44621"
"2871","pm1_indoor","pm25_outdoor",0.59,0,"sham","44621"
"2872","pm1_outdoor","pm25_outdoor",1,0,"sham","44621"
"2873","pm1_ratio","pm25_outdoor",-0.093,1.15e-20,"sham","44621"
"2874","pm25_indoor","pm25_outdoor",0.59,0,"sham","44621"
"2875","pm25_outdoor","pm25_outdoor",1,0,"sham","44621"
"2876","pm25_ratio","pm25_outdoor",-0.083,8.7e-17,"sham","44621"
"2877","pm10_indoor","pm25_outdoor",0.33,4.87e-256,"sham","44621"
"2878","pm10_outdoor","pm25_outdoor",0.35,1.58e-287,"sham","44621"
"2879","pm10_ratio","pm25_outdoor",0.019,0.0537,"sham","44621"
"2880","pm1num_indoor","pm25_outdoor",0.52,0,"sham","44621"
"2881","pm1num_outdoor","pm25_outdoor",0.87,0,"sham","44621"
"2882","pm1num_ratio","pm25_outdoor",-0.039,8.1e-05,"sham","44621"
"2883","temp_indoor","pm25_outdoor",0.39,0,"sham","44621"
"2884","temp_outdoor","pm25_outdoor",0.095,1.47e-21,"sham","44621"
"2885","temp_ratio","pm25_outdoor",-0.14,3.07e-42,"sham","44621"
"2886","pm1_indoor","pm25_ratio",0.43,0,"sham","44621"
"2887","pm1_outdoor","pm25_ratio",-0.08,1.27e-15,"sham","44621"
"2888","pm1_ratio","pm25_ratio",0.92,0,"sham","44621"
"2889","pm25_indoor","pm25_ratio",0.45,0,"sham","44621"
"2890","pm25_outdoor","pm25_ratio",-0.083,8.7e-17,"sham","44621"
"2891","pm25_ratio","pm25_ratio",1,0,"sham","44621"
"2892","pm10_indoor","pm25_ratio",0.31,2.95e-215,"sham","44621"
"2893","pm10_outdoor","pm25_ratio",-0.12,6.72e-36,"sham","44621"
"2894","pm10_ratio","pm25_ratio",0.29,4.67e-197,"sham","44621"
"2895","pm1num_indoor","pm25_ratio",0.33,1.15e-252,"sham","44621"
"2896","pm1num_outdoor","pm25_ratio",0.01,0.298,"sham","44621"
"2897","pm1num_ratio","pm25_ratio",0.73,0,"sham","44621"
"2898","temp_indoor","pm25_ratio",0.36,2.18999999999995e-312,"sham","44621"
"2899","temp_outdoor","pm25_ratio",0.043,1.6e-05,"sham","44621"
"2900","temp_ratio","pm25_ratio",-0.056,2.22e-08,"sham","44621"
"2901","pm1_indoor","pm10_indoor",0.57,0,"sham","44621"
"2902","pm1_outdoor","pm10_indoor",0.32,4.06e-234,"sham","44621"
"2903","pm1_ratio","pm10_indoor",0.24,3.86e-135,"sham","44621"
"2904","pm25_indoor","pm10_indoor",0.59,0,"sham","44621"
"2905","pm25_outdoor","pm10_indoor",0.33,4.87e-256,"sham","44621"
"2906","pm25_ratio","pm10_indoor",0.31,2.95e-215,"sham","44621"
"2907","pm10_indoor","pm10_indoor",1,0,"sham","44621"
"2908","pm10_outdoor","pm10_indoor",0.18,2.49e-74,"sham","44621"
"2909","pm10_ratio","pm10_indoor",0.57,0,"sham","44621"
"2910","pm1num_indoor","pm10_indoor",0.44,0,"sham","44621"
"2911","pm1num_outdoor","pm10_indoor",0.33,6.51e-260,"sham","44621"
"2912","pm1num_ratio","pm10_indoor",0.31,5.5e-218,"sham","44621"
"2913","temp_indoor","pm10_indoor",0.44,0,"sham","44621"
"2914","temp_outdoor","pm10_indoor",0.2,3.32e-88,"sham","44621"
"2915","temp_ratio","pm10_indoor",-0.19,3.68e-83,"sham","44621"
"2916","pm1_indoor","pm10_outdoor",0.13,6.26e-39,"sham","44621"
"2917","pm1_outdoor","pm10_outdoor",0.29,6.49e-194,"sham","44621"
"2918","pm1_ratio","pm10_outdoor",-0.012,0.213,"sham","44621"
"2919","pm25_indoor","pm10_outdoor",0.14,4.31e-46,"sham","44621"
"2920","pm25_outdoor","pm10_outdoor",0.35,1.58e-287,"sham","44621"
"2921","pm25_ratio","pm10_outdoor",-0.12,6.72e-36,"sham","44621"
"2922","pm10_indoor","pm10_outdoor",0.18,2.49e-74,"sham","44621"
"2923","pm10_outdoor","pm10_outdoor",1,0,"sham","44621"
"2924","pm10_ratio","pm10_outdoor",-0.22,2.68e-107,"sham","44621"
"2925","pm1num_indoor","pm10_outdoor",0.12,7.58e-32,"sham","44621"
"2926","pm1num_outdoor","pm10_outdoor",0.24,4.96e-133,"sham","44621"
"2927","pm1num_ratio","pm10_outdoor",-0.0076,0.448,"sham","44621"
"2928","temp_indoor","pm10_outdoor",0.14,7.38e-45,"sham","44621"
"2929","temp_outdoor","pm10_outdoor",0.095,1.39e-21,"sham","44621"
"2930","temp_ratio","pm10_outdoor",-0.13,2.27e-40,"sham","44621"
"2931","pm1_indoor","pm10_ratio",0.19,1.85e-85,"sham","44621"
"2932","pm1_outdoor","pm10_ratio",0.031,0.00214,"sham","44621"
"2933","pm1_ratio","pm10_ratio",0.19,8.59e-86,"sham","44621"
"2934","pm25_indoor","pm10_ratio",0.21,2.32e-100,"sham","44621"
"2935","pm25_outdoor","pm10_ratio",0.019,0.0537,"sham","44621"
"2936","pm25_ratio","pm10_ratio",0.29,4.67e-197,"sham","44621"
"2937","pm10_indoor","pm10_ratio",0.57,0,"sham","44621"
"2938","pm10_outdoor","pm10_ratio",-0.22,2.68e-107,"sham","44621"
"2939","pm10_ratio","pm10_ratio",1,0,"sham","44621"
"2940","pm1num_indoor","pm10_ratio",0.13,4.11e-40,"sham","44621"
"2941","pm1num_outdoor","pm10_ratio",0.04,6.28e-05,"sham","44621"
"2942","pm1num_ratio","pm10_ratio",0.21,6.24e-105,"sham","44621"
"2943","temp_indoor","pm10_ratio",0.16,8.41e-56,"sham","44621"
"2944","temp_outdoor","pm10_ratio",0.096,5.51e-22,"sham","44621"
"2945","temp_ratio","pm10_ratio",-0.06,2.42e-09,"sham","44621"
"2946","pm1_indoor","pm1num_indoor",0.86,0,"sham","44621"
"2947","pm1_outdoor","pm1num_indoor",0.52,0,"sham","44621"
"2948","pm1_ratio","pm1num_indoor",0.29,1.16e-193,"sham","44621"
"2949","pm25_indoor","pm1num_indoor",0.85,0,"sham","44621"
"2950","pm25_outdoor","pm1num_indoor",0.52,0,"sham","44621"
"2951","pm25_ratio","pm1num_indoor",0.33,1.15e-252,"sham","44621"
"2952","pm10_indoor","pm1num_indoor",0.44,0,"sham","44621"
"2953","pm10_outdoor","pm1num_indoor",0.12,7.58e-32,"sham","44621"
"2954","pm10_ratio","pm1num_indoor",0.13,4.11e-40,"sham","44621"
"2955","pm1num_indoor","pm1num_indoor",1,0,"sham","44621"
"2956","pm1num_outdoor","pm1num_indoor",0.8,0,"sham","44621"
"2957","pm1num_ratio","pm1num_indoor",0.38,0,"sham","44621"
"2958","temp_indoor","pm1num_indoor",0.48,0,"sham","44621"
"2959","temp_outdoor","pm1num_indoor",0.1,1.04e-24,"sham","44621"
"2960","temp_ratio","pm1num_indoor",-0.17,1.17e-62,"sham","44621"
"2961","pm1_indoor","pm1num_outdoor",0.71,0,"sham","44621"
"2962","pm1_outdoor","pm1num_outdoor",0.87,0,"sham","44621"
"2963","pm1_ratio","pm1num_outdoor",-0.021,0.0345,"sham","44621"
"2964","pm25_indoor","pm1num_outdoor",0.7,0,"sham","44621"
"2965","pm25_outdoor","pm1num_outdoor",0.87,0,"sham","44621"
"2966","pm25_ratio","pm1num_outdoor",0.01,0.298,"sham","44621"
"2967","pm10_indoor","pm1num_outdoor",0.33,6.51e-260,"sham","44621"
"2968","pm10_outdoor","pm1num_outdoor",0.24,4.96e-133,"sham","44621"
"2969","pm10_ratio","pm1num_outdoor",0.04,6.28e-05,"sham","44621"
"2970","pm1num_indoor","pm1num_outdoor",0.8,0,"sham","44621"
"2971","pm1num_outdoor","pm1num_outdoor",1,0,"sham","44621"
"2972","pm1num_ratio","pm1num_outdoor",-0.017,0.0934,"sham","44621"
"2973","temp_indoor","pm1num_outdoor",0.35,1.18e-284,"sham","44621"
"2974","temp_outdoor","pm1num_outdoor",0.016,0.106,"sham","44621"
"2975","temp_ratio","pm1num_outdoor",-0.061,1.16e-09,"sham","44621"
"2976","pm1_indoor","pm1num_ratio",0.38,0,"sham","44621"
"2977","pm1_outdoor","pm1num_ratio",-0.05,5.37e-07,"sham","44621"
"2978","pm1_ratio","pm1num_ratio",0.71,0,"sham","44621"
"2979","pm25_indoor","pm1num_ratio",0.39,0,"sham","44621"
"2980","pm25_outdoor","pm1num_ratio",-0.039,8.1e-05,"sham","44621"
"2981","pm25_ratio","pm1num_ratio",0.73,0,"sham","44621"
"2982","pm10_indoor","pm1num_ratio",0.31,5.5e-218,"sham","44621"
"2983","pm10_outdoor","pm1num_ratio",-0.0076,0.448,"sham","44621"
"2984","pm10_ratio","pm1num_ratio",0.21,6.24e-105,"sham","44621"
"2985","pm1num_indoor","pm1num_ratio",0.38,0,"sham","44621"
"2986","pm1num_outdoor","pm1num_ratio",-0.017,0.0934,"sham","44621"
"2987","pm1num_ratio","pm1num_ratio",1,0,"sham","44621"
"2988","temp_indoor","pm1num_ratio",0.53,0,"sham","44621"
"2989","temp_outdoor","pm1num_ratio",0.4,0,"sham","44621"
"2990","temp_ratio","pm1num_ratio",-0.42,0,"sham","44621"
"2991","pm1_indoor","temp_indoor",0.63,0,"sham","44621"
"2992","pm1_outdoor","temp_indoor",0.37,2.05999979341604e-317,"sham","44621"
"2993","pm1_ratio","temp_indoor",0.38,0,"sham","44621"
"2994","pm25_indoor","temp_indoor",0.64,0,"sham","44621"
"2995","pm25_outdoor","temp_indoor",0.39,0,"sham","44621"
"2996","pm25_ratio","temp_indoor",0.36,2.18999999999995e-312,"sham","44621"
"2997","pm10_indoor","temp_indoor",0.44,0,"sham","44621"
"2998","pm10_outdoor","temp_indoor",0.14,7.38e-45,"sham","44621"
"2999","pm10_ratio","temp_indoor",0.16,8.41e-56,"sham","44621"
"3000","pm1num_indoor","temp_indoor",0.48,0,"sham","44621"
"3001","pm1num_outdoor","temp_indoor",0.35,1.18e-284,"sham","44621"
"3002","pm1num_ratio","temp_indoor",0.53,0,"sham","44621"
"3003","temp_indoor","temp_indoor",1,0,"sham","44621"
"3004","temp_outdoor","temp_indoor",0.49,0,"sham","44621"
"3005","temp_ratio","temp_indoor",-0.51,0,"sham","44621"
"3006","pm1_indoor","temp_outdoor",0.12,1.5e-31,"sham","44621"
"3007","pm1_outdoor","temp_outdoor",0.091,8.75e-20,"sham","44621"
"3008","pm1_ratio","temp_outdoor",0.028,0.00498,"sham","44621"
"3009","pm25_indoor","temp_outdoor",0.12,2.74e-35,"sham","44621"
"3010","pm25_outdoor","temp_outdoor",0.095,1.47e-21,"sham","44621"
"3011","pm25_ratio","temp_outdoor",0.043,1.6e-05,"sham","44621"
"3012","pm10_indoor","temp_outdoor",0.2,3.32e-88,"sham","44621"
"3013","pm10_outdoor","temp_outdoor",0.095,1.39e-21,"sham","44621"
"3014","pm10_ratio","temp_outdoor",0.096,5.51e-22,"sham","44621"
"3015","pm1num_indoor","temp_outdoor",0.1,1.04e-24,"sham","44621"
"3016","pm1num_outdoor","temp_outdoor",0.016,0.106,"sham","44621"
"3017","pm1num_ratio","temp_outdoor",0.4,0,"sham","44621"
"3018","temp_indoor","temp_outdoor",0.49,0,"sham","44621"
"3019","temp_outdoor","temp_outdoor",1,0,"sham","44621"
"3020","temp_ratio","temp_outdoor",-0.87,0,"sham","44621"
"3021","pm1_indoor","temp_ratio",-0.17,5.42e-64,"sham","44621"
"3022","pm1_outdoor","temp_ratio",-0.13,7.31e-37,"sham","44621"
"3023","pm1_ratio","temp_ratio",-0.052,2.09e-07,"sham","44621"
"3024","pm25_indoor","temp_ratio",-0.17,1.46e-68,"sham","44621"
"3025","pm25_outdoor","temp_ratio",-0.14,3.07e-42,"sham","44621"
"3026","pm25_ratio","temp_ratio",-0.056,2.22e-08,"sham","44621"
"3027","pm10_indoor","temp_ratio",-0.19,3.68e-83,"sham","44621"
"3028","pm10_outdoor","temp_ratio",-0.13,2.27e-40,"sham","44621"
"3029","pm10_ratio","temp_ratio",-0.06,2.42e-09,"sham","44621"
"3030","pm1num_indoor","temp_ratio",-0.17,1.17e-62,"sham","44621"
"3031","pm1num_outdoor","temp_ratio",-0.061,1.16e-09,"sham","44621"
"3032","pm1num_ratio","temp_ratio",-0.42,0,"sham","44621"
"3033","temp_indoor","temp_ratio",-0.51,0,"sham","44621"
"3034","temp_outdoor","temp_ratio",-0.87,0,"sham","44621"
"3035","temp_ratio","temp_ratio",1,0,"sham","44621"
"3036","pm1_indoor","pm1_indoor",1,0,"hepa","44621"
"3037","pm1_outdoor","pm1_indoor",0.097,4.26e-22,"hepa","44621"
"3038","pm1_ratio","pm1_indoor",0.91,0,"hepa","44621"
"3039","pm25_indoor","pm1_indoor",1,0,"hepa","44621"
"3040","pm25_outdoor","pm1_indoor",0.16,1.71e-60,"hepa","44621"
"3041","pm25_ratio","pm1_indoor",0.85,0,"hepa","44621"
"3042","pm10_indoor","pm1_indoor",0.96,0,"hepa","44621"
"3043","pm10_outdoor","pm1_indoor",0.3,1.85e-206,"hepa","44621"
"3044","pm10_ratio","pm1_indoor",0.49,0,"hepa","44621"
"3045","pm1num_indoor","pm1_indoor",0.86,0,"hepa","44621"
"3046","pm1num_outdoor","pm1_indoor",-0.064,1.51e-10,"hepa","44621"
"3047","pm1num_ratio","pm1_indoor",0.88,0,"hepa","44621"
"3048","temp_indoor","pm1_indoor",0.064,1.75e-10,"hepa","44621"
"3049","temp_outdoor","pm1_indoor",0.12,7.9e-33,"hepa","44621"
"3050","pm1_indoor","pm1_outdoor",0.097,4.26e-22,"hepa","44621"
"3051","pm1_outdoor","pm1_outdoor",1,0,"hepa","44621"
"3052","pm1_ratio","pm1_outdoor",0.0084,0.401,"hepa","44621"
"3053","pm25_indoor","pm1_outdoor",0.096,9.46e-22,"hepa","44621"
"3054","pm25_outdoor","pm1_outdoor",0.72,0,"hepa","44621"
"3055","pm25_ratio","pm1_outdoor",0.013,0.192,"hepa","44621"
"3056","pm10_indoor","pm1_outdoor",0.096,9.35e-22,"hepa","44621"
"3057","pm10_outdoor","pm1_outdoor",0.15,1.35e-50,"hepa","44621"
"3058","pm10_ratio","pm1_outdoor",-0.018,0.0797,"hepa","44621"
"3059","pm1num_indoor","pm1_outdoor",0.12,6.7e-32,"hepa","44621"
"3060","pm1num_outdoor","pm1_outdoor",0.04,5.98e-05,"hepa","44621"
"3061","pm1num_ratio","pm1_outdoor",0.094,6.01e-21,"hepa","44621"
"3062","temp_indoor","pm1_outdoor",0.12,9.78e-34,"hepa","44621"
"3063","temp_outdoor","pm1_outdoor",0.16,4.46e-60,"hepa","44621"
"3064","pm1_indoor","pm1_ratio",0.91,0,"hepa","44621"
"3065","pm1_outdoor","pm1_ratio",0.0084,0.401,"hepa","44621"
"3066","pm1_ratio","pm1_ratio",1,0,"hepa","44621"
"3067","pm25_indoor","pm1_ratio",0.91,0,"hepa","44621"
"3068","pm25_outdoor","pm1_ratio",0.065,8.44e-11,"hepa","44621"
"3069","pm25_ratio","pm1_ratio",0.96,0,"hepa","44621"
"3070","pm10_indoor","pm1_ratio",0.92,0,"hepa","44621"
"3071","pm10_outdoor","pm1_ratio",0.17,2.26e-65,"hepa","44621"
"3072","pm10_ratio","pm1_ratio",0.73,0,"hepa","44621"
"3073","pm1num_indoor","pm1_ratio",0.77,0,"hepa","44621"
"3074","pm1num_outdoor","pm1_ratio",-0.068,1.27e-11,"hepa","44621"
"3075","pm1num_ratio","pm1_ratio",0.87,0,"hepa","44621"
"3076","temp_indoor","pm1_ratio",0.047,3.24e-06,"hepa","44621"
"3077","temp_outdoor","pm1_ratio",0.1,3.18e-24,"hepa","44621"
